Chr,Strand,Start,Stop,nbexons
chr15,-,70570957,70586606,2
chr15,+,70615546,70616567,1
chr15,+,70635248,70637314,1
chr15,-,71166811,71189059,4
chr15,-,71166811,71189059,2
chr15,-,71166811,71189059,3
chr15,-,71166811,71189059,3
chr15,-,71688700,71691539,3
chr15,-,72241180,72272575,24
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,25
chr15,-,72241180,72272575,22
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,22
chr15,-,72241180,72272575,23
chr15,-,72241180,72272575,23
chr15,-,72407778,72474239,4
chr15,-,72608480,72636955,4
chr15,-,72608480,72636955,3
chr15,-,72751366,72783785,7
chr15,-,72751366,72783785,5
chr15,+,68930499,68946811,2
chr15,+,73768085,73769802,3
chr15,+,73768213,73769802,3
chr15,-,73917467,73927786,4
chr15,-,73917467,73927786,4
chr15,-,73917467,73927960,3
chr15,-,73917467,73928248,3
chr15,-,73917467,73928248,3
chr15,+,74379081,74394756,4
chr15,-,74411356,74411432,1
chr15,-,74788671,74788757,1
chr15,-,74836115,74843211,15
chr15,-,74836115,74843211,15
chr15,-,74836115,74843211,15
chr15,-,74840641,74840707,1
chr15,-,74899986,74906894,5
chr15,-,74899986,74906894,5
chr15,-,74899986,74906894,4
chr15,-,74899986,74906894,5
chr15,-,74899986,74906894,6
chr15,-,74899986,74906894,7
chr15,-,74899986,74906894,6
chr15,-,74899986,74906894,4
chr15,-,74899986,74906894,6
chr15,-,74899986,74906894,5
chr15,-,74899986,74906894,6
chr15,-,74899986,74906894,5
chr15,-,74899986,74906894,7
chr15,-,74899986,74906894,5
chr15,+,68054178,68191466,14
chr15,-,100344456,100350718,2
chr15,-,100344456,100350233,3
chr15,+,75335995,75340277,8
chr15,+,75335995,75341927,9
chr15,-,75353610,75353685,1
chr15,-,75727669,75740077,5
chr15,-,75762214,75762315,1
chr15,+,75903858,75935267,6
chr15,-,76174890,76181486,3
chr15,+,76586646,76586691,1
chr15,-,53513740,53541103,3
chr15,-,77223907,77225404,1
chr15,+,77525594,77534110,2
chr15,+,77641763,77649239,3
chr15,+,77660050,77668074,3
chr15,+,77660050,77668074,3
chr15,-,77914216,77926846,18
chr15,-,77993232,77994225,1
chr15,-,42141133,42156641,20
chr15,-,22867052,22980454,31
chr15,+,78752036,78753392,2
chr15,+,75843285,75901047,12
chr15,+,79311061,79322847,4
chr15,-,79843546,79896997,3
chr15,-,80554610,80562944,3
chr15,+,80581102,80581239,1
chr15,-,80841977,80842073,1
chr15,-,80997416,80997473,1
chr15,-,81312670,81324183,5
chr15,+,81324332,81443076,7
chr15,+,82088593,82097693,6
chr15,-,82130219,82262763,20
chr15,+,82262810,82264889,2
chr15,+,82262810,82264889,3
chr15,+,82293282,82334561,24
chr15,+,82355135,82415611,5
chr15,-,82443331,82444869,3
chr15,-,82471481,82513995,6
chr15,-,82471481,82513995,6
chr15,+,82647769,82692820,4
chr15,-,82710470,82713993,4
chr15,-,82725897,82739780,3
chr15,+,82750563,82755037,2
chr15,+,82750563,82755037,2
chr15,+,82750563,82757206,4
chr15,+,82750563,82757206,5
chr15,+,82750563,82757206,3
chr15,+,82755944,82756071,1
chr15,+,83067334,83067415,1
chr15,+,83447227,83618741,10
chr15,+,83447227,83618741,11
chr15,+,83447227,83618741,11
chr15,+,83447227,83618741,10
chr15,+,83447227,83618741,10
chr15,-,84166546,84170984,1
chr15,+,84191847,84209273,8
chr15,-,84200077,84200689,1
chr15,+,84422518,84425882,4
chr15,+,84422617,84424158,3
chr15,+,84472874,84473486,1
chr15,+,84502574,84507021,1
chr15,-,84506167,84516847,10
chr15,-,84527195,84570795,6
chr15,+,84570648,84580181,4
chr15,+,84571133,84580181,4
chr15,-,43533461,43590253,29
chr15,+,33968887,34065086,3
chr15,-,85204675,85205287,1
chr15,-,85754940,85758725,6
chr15,-,85770495,85770578,1
chr15,+,85825634,85825730,1
chr15,-,86083344,86116717,6
chr15,+,86932879,86946331,3
chr15,-,86938796,86988426,3
chr15,+,88467452,88480767,6
chr15,-,88585570,88604603,3
chr15,-,88585570,88605110,3
chr15,+,88608106,88608197,1
chr15,-,88611846,88611924,1
chr15,-,89326738,89326810,1
chr15,+,89361578,89398487,7
chr15,+,89362520,89398487,6
chr15,+,89368098,89398487,7
chr15,+,89378041,89398487,7
chr15,-,89471408,89496613,11
chr15,-,89504929,89524034,3
chr15,-,89830598,89894385,7
chr15,-,89830598,89894385,6
chr15,-,89830598,89912990,10
chr15,-,89850636,89850721,1
chr15,-,89883930,89884030,1
chr15,+,90006754,90006841,1
chr15,-,90074511,90082207,2
chr15,+,90249531,90259088,10
chr15,+,90265662,90272211,2
chr15,-,90346530,90349447,2
chr15,-,90620008,90717140,4
chr15,+,90660233,90664954,3
chr15,+,84172489,84182233,3
chr15,+,90902700,90922585,23
chr15,+,90902700,90922585,23
chr15,+,90904189,90922585,22
chr15,-,90930917,90932569,4
chr15,+,90966368,90988624,4
chr15,+,91463338,91494850,4
chr15,+,91854299,92155319,11
chr15,-,92470233,92471546,2
chr15,+,92795483,92797108,1
chr15,+,92882842,92898747,5
chr15,+,92882842,92898747,6
chr15,+,92883295,92898747,5
chr15,+,92904398,92904475,1
chr15,+,93856559,93878356,4
chr15,-,93896059,93900599,4
chr15,+,93900700,93973932,4
chr15,+,93900700,93984150,3
chr15,-,96266385,96327361,8
chr15,+,96333260,96333307,1
chr15,-,96772004,96781654,3
chr15,-,96772004,96783337,4
chr15,-,97370370,97521811,5
chr15,-,97553283,97560698,4
chr15,+,98003037,98022338,3
chr15,+,98003037,98022338,2
chr15,+,98003037,98022338,2
chr15,-,98082978,98088753,4
chr15,-,98323432,98331558,3
chr15,-,98323432,98420998,3
chr15,+,98784425,98784502,1
chr15,+,99251361,99390732,10
chr15,+,99251361,99390732,10
chr15,+,99251361,99390732,9
chr15,+,99251361,99390732,11
chr15,+,99251361,99390732,10
chr15,+,99251808,99390732,9
chr15,+,99251808,99390732,8
chr15,+,99257524,99260276,1
chr15,-,40815444,40828709,5
chr15,-,99790155,99806927,5
chr15,+,99807022,99882982,5
chr15,+,100372938,100437914,5
chr15,+,100558665,100559799,3
chr15,-,100892342,100919283,2
chr15,-,100913203,100919283,2
chr15,-,100913203,100919283,2
chr15,-,101281509,101295282,6
chr15,-,101281509,101295282,5
chr15,-,101281509,101295282,8
chr15,-,101307250,101309304,1
chr15,+,101334436,101337431,3
chr15,-,101602785,101614339,3
chr15,-,101737093,101744769,2
chr15,-,101737093,101745738,3
chr15,-,101737093,101746870,3
chr15,+,101842118,101850324,5
chr15,+,101954884,101956355,3
chr15,-,101960458,101960596,1
chr15,-,101960458,101960596,1
chr15,-,101960458,101960596,1
chr15,-,101960458,101960596,1
chr15,+,101960812,101976605,11
chr15,+,101973523,101973591,1
chr15,+,101973523,101973591,1
chr15,+,101973523,101973591,1
chr15,+,101973523,101973591,1
chr15,-,101976557,101979093,3
chr15,-,78624110,78641245,6
chr15,-,82536749,82540457,4
chr15,+,41285341,41306533,3
chr15,+,41285341,41313338,5
chr15,+,40470960,40473158,1
chr15,-,100400394,100544720,13
chr15,+,72686178,72738476,15
chr15,-,52109265,52112775,2
chr15,+,81196877,81312763,20
chr15,-,29699366,29822503,28
chr15,+,85380615,85749358,37
chr15,-,74630557,74696053,7
chr15,-,74630557,74696053,9
chr15,-,29699366,29968924,29
chr15,+,67254799,67501804,16
chr15,-,61864305,62060465,80
chr15,-,43533461,43590253,30
chr15,-,89627969,89655451,19
chr15,+,89690796,89704477,3
chr15,+,26867125,26949210,11
chr15,-,22225277,22225329,1
chr15,-,28325482,28500841,3
chr15,-,72199028,72231624,12
chr15,-,72199028,72231624,10
chr15,+,83107485,83137359,10
chr15,-,36891020,37101299,13
chr15,+,68578968,68727805,12
chr15,+,81199475,81312763,19
chr15,-,40035689,40039202,5
chr15,-,72241180,72272575,24
chr15,-,72241180,72272575,24
chr15,-,72241180,72272575,24
chr15,+,43133523,43185143,12
chr15,+,43133114,43185143,13
chr15,-,82543200,82571823,10
chr15,-,22424672,22438026,18
chr15,-,48408305,48645788,66
chr15,+,65045369,65053396,4
chr15,-,74409283,74433704,14
chr15,-,43794173,43800097,11
chr15,-,51938024,51971801,13
chr15,+,24954892,24978723,11
chr15,-,74179465,74202879,19
chr15,-,74179465,74208054,19
chr15,+,89243962,89317131,38
chr15,+,82430782,82439386,8
chr15,-,99136322,99249659,14
chr15,+,43800420,43802571,3
chr15,+,43792376,43796089,3
chr15,-,83255902,83284716,5
chr15,+,38252850,38357249,7
chr15,-,43533461,43590253,30
chr15,-,74126372,74129278,3
chr15,-,52547044,52569446,6
chr15,+,100919214,101072889,34
chr15,+,73926457,73952141,7
chr15,+,40807075,40814569,12
chr15,-,43232594,43266857,12
chr15,+,79311061,79413886,3
chr15,+,36579602,36810260,12
chr15,-,76348218,76905270,33
chr15,-,51056600,51094705,2
chr15,+,77420650,77485603,10
chr15,-,25337233,25439056,15
chr15,-,25337233,25439056,14
chr15,-,25337233,25439056,14
chr15,-,25337233,25438229,15
chr15,-,25337233,25439056,16
chr15,-,25337233,25439056,15
chr15,-,72241180,72272575,24
chr15,-,40300666,40307973,8
chr15,-,40287896,40307973,31
chr15,-,20669467,20756151,3
chr15,-,56428730,56465137,10
chr15,+,72654696,72667397,18
chr15,-,40872213,40874289,3
chr15,+,40239090,40277487,10
chr15,+,82262810,82284926,4
chr15,+,82262810,82284926,3
chr15,+,82262810,82264889,4
chr15,+,82262810,82284926,2
chr15,+,82262810,82284926,4
chr15,+,84601017,84606885,3
chr15,-,87876756,88256731,19
chr15,+,73873585,73889214,11
chr15,+,40569292,40574694,3
chr15,+,92393909,92468728,6
chr15,-,78283235,78299726,9
chr15,-,78283235,78299726,11
chr15,-,77044017,77071228,6
chr15,+,57219456,57288516,13
chr15,+,56918634,57288516,20
chr15,+,49170015,49329805,10
chr15,-,64165516,64356259,12
chr15,-,41503641,41513887,18
chr15,+,67254799,67501804,15
chr15,+,100879691,100916625,10
chr15,+,72474325,72586555,14
chr15,-,82848976,82952724,9
chr15,+,43185267,43197177,10
chr15,+,41774433,41827855,32
chr15,+,63277549,63309126,6
chr15,+,82986202,82991057,4
chr15,-,34379068,34389800,16
chr15,+,90529885,90645345,15
chr15,-,40767868,40807478,11
chr15,+,62823956,62824041,1
chr15,+,67521183,67527303,2
chr15,+,74130401,74136802,3
chr15,+,67254799,67307223,6
chr15,+,45430528,45433449,4
chr15,+,73994672,74043376,8
chr15,+,41332693,41381050,11
chr15,-,80947325,80989878,3
chr15,-,80947325,80989878,5
chr15,-,55372939,55373034,1
chr15,-,42199569,42199666,1
chr15,-,88512480,88546703,5
chr15,+,64499419,64686067,9
chr15,-,42067682,42094554,20
chr15,+,73443157,73560012,5
chr15,-,29699366,29822503,27
chr15,+,72587216,72587313,1
chr15,-,44534504,44536923,2
chr15,+,91022621,91031139,4
chr15,+,89368016,89368106,1
chr15,+,24823607,24978723,12
chr15,+,24823607,24978723,12
chr15,+,96783406,96785615,3
chr15,-,89316304,89334795,23
chr15,-,31001060,31161273,27
chr15,+,57376504,57550727,20
chr15,-,25337233,25439056,14
chr15,-,25337233,25439056,15
chr15,-,76259288,76260152,1
chr15,-,20916691,20929296,8
chr15,-,21490363,21502997,8
chr15,-,21927656,21940278,8
chr15,-,50277191,50355408,9
chr15,+,56918634,57288446,21
chr15,-,53513740,53541103,3
chr15,-,88898682,88913469,8
chr15,-,77108155,77420104,8
chr15,-,36891020,37098361,12
chr15,+,88467452,88480767,5
chr15,+,64911901,64958699,15
chr15,+,64841882,64868002,6
chr15,-,45117365,45123043,7
chr15,-,45117365,45129861,11
chr15,+,43777095,43796089,5
chr15,+,43791975,43796089,3
chr15,+,43791975,43796089,3
chr15,+,99565927,99716488,11
chr15,+,99565600,99716488,11
chr15,+,96783406,96785615,3
chr15,+,64151716,64157481,7
chr15,-,79960889,79971301,3
chr15,+,66386872,66491544,11
chr15,+,78438175,78501456,22
chr15,+,42404778,42412317,10
chr15,+,42404778,42412317,9
chr15,+,42359499,42412317,21
chr15,+,80779342,80951662,29
chr15,+,24954892,24978723,10
chr15,+,42548812,42569992,5
chr15,+,42548812,42569992,7
chr15,+,42548812,42569992,5
chr15,+,42548812,42561686,5
chr15,-,50241948,50265965,11
chr15,+,40405484,40421313,12
chr15,+,90934619,90954093,21
chr15,+,90934885,90954093,20
chr15,+,42495305,42533061,7
chr15,-,49858237,50113316,29
chr15,+,40844047,40857655,11
chr15,+,77420650,77485603,11
chr15,-,29120251,29570723,11
chr15,+,63121799,63142065,6
chr15,-,40978880,41116246,35
chr15,+,94355934,94403265,10
chr15,-,25337233,25439056,11
chr15,-,51208056,51243034,9
chr15,+,40161008,40221136,23
chr15,+,24823607,24978723,13
chr15,+,81134246,81147437,6
chr15,+,64095883,64144234,15
chr15,+,40217427,40277487,11
chr15,-,90083979,90102554,11
chr15,+,66293819,66333898,17
chr15,+,43133523,43185143,11
chr15,-,74836115,74843211,16
chr15,+,75346989,75355251,11
chr15,-,75355791,75368627,26
chr15,+,34343314,34357737,8
chr15,-,72199028,72231624,11
chr15,+,40441150,40468242,5
chr15,+,41332693,41381050,11
chr15,-,48139427,48178361,17
chr15,+,45587122,45609716,5
chr15,+,60004221,60005943,2
chr15,+,74614993,74630201,13
chr15,+,89088149,89202360,15
chr15,-,65195998,65211502,9
chr15,+,58431975,58568874,9
chr15,+,74995534,75021495,6
chr15,+,75723977,75727688,4
chr15,+,40239796,40277487,11
chr15,-,89830598,89894385,6
chr15,-,40087890,40106438,4
chr15,+,81196877,81312763,19
chr15,+,48206300,48304078,27
chr15,+,99565927,99716488,10
chr15,-,79843546,79897049,3
chr15,-,79960889,79971301,2
chr15,+,79209787,79209871,1
chr15,-,48152306,48178361,9
chr15,-,34788095,34795726,7
chr15,-,40331451,40340967,11
chr15,+,75649006,75658627,2
chr15,+,66293574,66333898,17
chr15,-,75369378,75455783,21
chr15,-,74843729,74873379,10
chr15,-,70047790,70096752,20
chr15,-,70047790,70097917,20
chr15,-,70047790,70097917,20
chr15,+,30903851,30911788,4
chr15,-,70047790,70094785,18
chr15,-,90998415,91022621,22
chr15,+,34343314,34357737,8
chr15,+,75282840,75295807,18
chr15,-,90083979,90102554,9
chr15,+,23565306,23568019,1
chr15,-,74719541,74725610,7
chr15,-,42412436,42457567,18
chr15,+,99565927,99716488,13
chr15,+,33310961,33866103,104
chr15,+,50424376,50501083,17
chr15,+,74890010,74899457,7
chr15,+,74890010,74899457,7
chr15,+,74890010,74899457,7
chr15,+,34224996,34230165,4
chr15,+,43371058,43407096,18
chr15,-,51938024,51971801,10
chr15,+,33310961,33866103,103
chr15,+,90201329,90229660,14
chr15,+,90191956,90229660,15
chr15,+,48332167,48343373,6
chr15,+,73052483,73305206,29
chr15,-,88898682,88913469,7
chr15,-,49858237,50119222,28
chr15,+,41660411,41769943,24
chr15,-,49328394,49620921,16
chr15,-,78959946,79090873,27
chr15,+,44537067,44562803,8
chr15,-,60488283,60627530,11
chr15,-,53513740,53540852,3
chr15,-,84669536,84716460,7
chr15,-,36891020,37100140,13
chr15,+,88638742,88656344,4
chr15,+,50182195,50236392,9
chr15,+,84884660,84945796,19
chr15,+,45252229,45275934,18
chr15,+,90903230,90922585,23
chr15,+,76994679,77037475,16
chr15,-,43870760,44195294,15
chr15,+,66293819,66333898,17
chr15,-,64365011,64387687,4
chr15,-,72675781,72686149,3
chr15,-,52581320,52652050,12
chr15,+,90184919,90229660,14
chr15,+,90184919,90229660,13
chr15,-,93043405,93073987,4
chr15,+,50182195,50236392,10
chr15,+,74890004,74899457,8
chr15,+,63048318,63071914,8
chr15,+,63048318,63066093,9
chr15,+,51377245,51408001,10
chr15,+,88467452,88480767,5
chr15,+,83107485,83137359,10
chr15,+,83107485,83137359,10
chr15,+,83107485,83137359,9
chr15,+,83107485,83137359,10
chr15,+,83107485,83137359,11
chr15,-,82130219,82262763,20
chr15,-,65659122,65792293,32
chr15,-,84669536,84716460,6
chr15,-,84669536,84716460,7
chr15,+,63504510,63594640,16
chr15,+,79432515,79472300,4
chr15,-,73566937,73569543,1
chr15,-,43630561,43648884,13
chr15,-,89784894,89814840,21
chr15,+,57591903,57717557,17
chr15,-,98645865,98651221,1
chr15,+,63504510,63594640,16
chr15,+,75347618,75355251,11
chr15,+,75023554,75050726,5
chr15,-,22867052,22980849,31
chr15,-,73983217,73992348,6
chr15,-,73983217,73992348,8
chr15,-,73983217,73992348,7
chr15,-,73983217,73994622,7
chr15,+,83490613,83618741,9
chr15,+,83447227,83618741,10
chr15,+,83447227,83618741,10
chr15,+,83447227,83618741,11
chr15,+,83447227,83618741,10
chr15,+,83447227,83618741,10
chr15,+,64841882,64868002,5
chr15,-,51208056,51243915,10
chr15,+,42274167,42284424,5
chr15,+,42273657,42314833,12
chr15,+,56919110,57288516,21
chr15,+,56918634,57291261,21
chr15,+,92393886,92468728,5
chr15,-,88877284,88895626,6
chr15,+,43826913,43868419,13
chr15,+,44736361,44767829,5
chr15,+,43693432,43699222,10
chr15,+,75335995,75340277,7
chr15,+,73684280,73714518,8
chr15,-,74445976,74461188,11
chr15,+,99566490,99716488,11
chr15,-,89749866,89751309,2
chr15,-,90998415,91022621,23
chr15,+,89243962,89317131,37
chr15,+,67254799,67501804,14
chr15,+,67254799,67501804,14
chr15,+,37934606,37967724,12
chr15,-,22867052,22980898,31
chr15,+,67542682,67807117,21
chr15,+,75335995,75340277,8
chr15,-,55611540,55743119,20
chr15,-,101641845,101652391,5
chr15,-,76348185,76861944,32
chr15,+,74130248,74136802,4
chr15,+,74129654,74136802,4
chr15,+,74129373,74136802,4
chr15,-,45092653,45114161,34
chr15,-,34856350,34969794,35
chr15,+,69414245,69448427,23
chr15,-,83016428,83067354,8
chr15,+,66293256,66333898,17
chr15,+,76995084,77037475,14
chr15,-,27754875,28099312,24
chr15,-,56630175,56734086,22
chr15,-,65381486,65423072,20
chr15,+,88638742,88656344,4
chr15,-,41182730,41230757,12
chr15,-,101175722,101251932,3
chr15,-,60451094,60479160,9
chr15,-,96127359,96327118,5
chr15,+,75023554,75050726,5
chr15,+,66582189,66685798,5
chr15,-,52307283,52529050,40
chr15,-,35370968,35546203,9
chr15,-,43276280,43302255,13
chr15,+,90934885,90954093,20
chr15,+,22838640,22868384,8
chr15,-,43358171,43370060,5
chr15,+,37934606,37951422,12
chr15,+,57591903,57685364,12
chr15,+,92471676,92501117,3
chr15,+,75043268,75050726,5
chr15,+,75043268,75050726,4
chr15,+,84748586,84806432,11
chr15,+,43133114,43185143,10
chr15,+,43133523,43185143,11
chr15,+,43133114,43185143,11
chr15,+,43133114,43185143,12
chr15,-,64072558,64094008,5
chr15,+,83654085,84039841,30
chr15,-,51447723,51622770,43
chr15,+,74890010,74899457,8
chr15,+,45023103,45075089,9
chr15,+,84981973,85139141,21
chr15,+,47718488,47774223,17
chr15,+,40894429,40903975,5
chr15,+,80404349,80597936,19
chr15,-,26543545,26716765,7
chr15,+,30818035,30827783,5
chr15,+,58138195,58185908,6
chr15,-,44562695,44663678,38
chr15,+,59438172,59523552,9
chr15,-,99727400,99733444,6
chr15,+,44956701,44979223,7
chr15,-,50277191,50355429,10
chr15,+,58987665,59097419,14
chr15,+,26971281,27533227,10
chr15,-,22867052,22980454,28
chr15,-,70079371,70079468,1
chr15,-,72199028,72231624,11
chr15,+,48191669,48203754,2
chr15,-,41981581,42050703,20
chr15,+,74782083,74803198,13
chr15,-,66499314,66504855,10
chr15,-,22867052,22980454,30
chr15,-,25337233,25439056,10
chr15,+,28789833,28856574,14
chr15,+,41774433,41827855,30
chr15,-,43533461,43590253,29
chr15,+,56919790,57288516,20
chr15,+,90234254,90242080,5
chr15,+,80098415,80138393,6
chr15,+,80059567,80138393,5
chr15,+,80059567,80138393,7
chr15,+,80072560,80138393,7
chr15,+,80072560,80138393,6
chr15,-,82543200,82571823,11
chr15,+,58987665,59097419,14
chr15,+,24856511,24978723,12
chr15,+,69452819,69455545,3
chr15,-,22983025,23039673,23
chr15,-,43533461,43590253,29
chr15,-,43630561,43648884,14
chr15,-,90083979,90100621,11
chr15,+,72118289,72140970,3
chr15,+,72116904,72140970,3
chr15,+,63121799,63131471,5
chr15,-,28698695,28712421,19
chr15,+,39581078,39598921,22
chr15,-,63587709,63600827,3
chr15,-,78104605,78131535,5
chr15,-,88512480,88546703,6
chr15,-,26543545,26773788,9
chr15,+,41828084,41848148,25
chr15,+,41332693,41381050,11
chr15,+,72398312,72408367,5
chr15,-,25337233,25439056,12
chr15,+,44711486,44718159,4
chr15,+,34224996,34230165,5
chr15,+,87576928,87579686,3
chr15,-,82471476,82513999,7
chr15,-,74445976,74461188,12
chr15,-,74445976,74461188,11
chr15,+,45129993,45165578,35
chr15,-,49858237,50119222,27
chr15,+,43592856,43599406,10
chr15,-,68190704,68206110,3
chr15,-,68190704,68206110,4
chr15,+,75023554,75050726,6
chr15,-,43533461,43590253,30
chr15,+,67254799,67501804,16
chr15,+,73873585,73889214,10
chr15,+,71547201,71783383,12
chr15,-,70831523,70854265,3
chr15,+,41493857,41503559,7
chr15,+,63048318,63071914,8
chr15,-,52547044,52568832,3
chr15,-,64739890,64775587,8
chr15,+,75843285,75901047,13
chr15,+,69160596,69272205,5
chr15,+,32641612,32697098,6
chr15,+,83107485,83137359,8
chr15,+,73684280,73714518,9
chr15,+,43593833,43599406,9
chr15,-,83138051,83208018,6
chr15,-,48988638,49046563,18
chr15,-,82130219,82262528,20
chr15,-,82130219,82262763,19
chr15,-,90230244,90265759,7
chr15,-,90230244,90234155,7
chr15,-,74719541,74725610,7
chr15,-,74719541,74725610,6
chr15,-,70831523,70853458,3
chr15,+,88467452,88480767,6
chr15,+,49423177,49487326,4
chr15,+,70892442,71050097,17
chr15,+,58138168,58185911,6
chr15,+,58138195,58185911,5
chr15,+,91099879,91302565,14
chr15,+,59206815,59208586,1
chr15,+,90717326,90815462,20
chr15,-,52547044,52569221,4
chr15,-,73983217,73992348,7
chr15,+,43593833,43599406,8
chr15,+,43593833,43599406,9
chr15,+,53978179,54628608,32
chr15,-,65578757,65611289,12
chr15,+,90717326,90815462,22
chr15,-,63323530,63382110,11
chr15,-,72345203,72376473,11
chr15,+,63048436,63071914,8
chr15,+,63042638,63066093,10
chr15,-,25337233,25439056,10
chr15,-,82543200,82647605,12
chr15,-,90998415,91022621,22
chr15,+,32641612,32697098,6
chr15,+,90872877,90883458,16
chr15,+,24823607,24978723,13
chr15,-,100400394,100544286,13
chr15,+,67542682,67807117,22
chr15,+,57219429,57288516,14
chr15,-,64365011,64381510,4
chr15,+,100879691,100916625,13
chr15,-,70851428,70854265,2
chr15,+,52019213,52066265,6
chr15,+,32718003,32734669,2
chr15,-,82848976,82952724,9
chr15,+,69561719,69571440,5
chr15,+,42575658,42720998,33
chr15,+,43330355,43349417,11
chr15,+,43330355,43349417,10
chr15,+,43330355,43354555,13
chr15,+,43330350,43349417,11
chr15,+,43330350,43349417,11
chr15,-,39600030,39782838,12
chr15,+,44288710,44415761,10
chr15,-,68190704,68206110,5
chr15,+,75346989,75355251,10
chr15,-,65148219,65185420,14
chr15,+,28885973,29109388,14
chr15,-,71826019,72118099,42
chr15,+,99014703,99031046,4
chr15,-,70047790,70097917,20
chr15,-,77613023,77787014,4
chr15,-,77613023,77819524,4
chr15,+,30103546,30131734,5
chr15,+,30572554,30600708,5
chr15,-,32406610,32435049,5
chr15,-,82471476,82513999,8
chr15,+,100602549,100630209,5
chr15,-,89896531,89912687,6
chr15,+,24954991,24978723,11
chr15,+,88635636,88656344,4
chr15,+,95433092,95507847,6
chr15,+,95433092,95507847,7
chr15,-,74126372,74129278,2
chr15,-,89504929,89524034,3
chr15,-,89504929,89524034,3
chr15,-,89504929,89524034,4
chr15,+,88635636,88656344,3
chr15,+,88635636,88656344,5
chr15,-,82659280,82709908,27
chr15,-,82659280,82709908,25
chr15,-,45119072,45123043,6
chr15,-,22867052,22980454,31
chr15,-,40735883,40755336,13
chr15,-,67403610,67521844,6
chr15,-,67403610,67521844,6
chr15,-,63153339,63157542,4
chr15,-,66489748,66497815,4
chr15,-,60488283,61229303,11
chr15,-,34229995,34336844,25
chr15,+,76336723,76342475,6
chr15,-,57953423,58065923,13
chr15,-,101653751,101724442,19
chr15,+,40929332,40939060,11
chr15,+,84816679,84873482,14
chr15,+,91853707,92165907,10
chr15,+,48878092,48880183,1
chr15,+,41828084,41837587,8
chr15,+,33968313,34065094,2
chr15,-,45117365,45129861,11
chr15,+,76931620,76950260,7
chr15,-,78959946,79090873,28
chr15,-,29699366,29968924,29
chr15,-,43403063,43493171,29
chr15,-,23562061,23562131,1
chr15,+,43133523,43185143,13
chr15,-,55826918,55917131,25
chr15,+,99251361,99390732,9
chr15,+,90934885,90954093,20
chr15,+,43791975,43796089,4
chr15,+,43133114,43185143,14
chr15,-,51723063,51751453,3
chr15,-,26543545,26773076,10
chr15,-,44665731,44676888,16
chr15,+,75335995,75340277,6
chr15,-,89896531,89912990,6
chr15,+,51751560,51816361,9
chr15,-,77613023,77820332,6
chr15,-,77613023,77820900,6
chr15,-,73319858,73369264,8
chr15,+,78540404,78549262,9
chr15,-,48139427,48178361,16
chr15,-,74836115,74843211,16
chr15,-,20531855,20541800,9
chr15,+,67065856,67195195,9
chr15,-,84198847,84230168,7
chr15,+,88803442,88875354,16
chr15,+,79311061,79384719,3
chr15,-,25337233,25439056,12
chr15,-,72241180,72272575,24
chr15,+,59105084,59125045,9
chr15,+,45402320,45415905,5
chr15,+,47718488,47774223,18
chr15,+,47718488,47774223,19
chr15,+,47718488,47774223,18
chr15,+,47718488,47774223,17
chr15,+,41559971,41579338,19
chr15,+,74995534,75021495,8
chr15,+,74995534,75021495,8
chr15,+,43185267,43197177,11
chr15,+,40764086,40767713,3
chr15,+,71810547,71814929,7
chr15,+,31326854,31377899,2
chr15,+,30103546,30131734,5
chr15,+,30572554,30600708,5
chr15,-,32406610,32435049,5
chr15,-,74920275,74938154,5
chr15,-,32718100,32718865,2
chr15,-,73560002,73633412,8
chr15,-,87916261,88205974,16
chr15,-,31001060,31101726,27
chr15,-,101281509,101295282,9
chr15,+,74995534,75021495,7
chr15,+,72114257,72140970,2
chr15,-,43533461,43590253,31
chr15,+,74788543,74803198,15
chr15,+,41332693,41381050,9
chr15,-,52192317,52295798,41
chr15,-,56697754,56734086,6
chr15,-,56630175,56734086,22
chr15,-,22991687,23039673,23
chr15,-,64072558,64094008,6
chr15,+,67254799,67501804,18
chr15,+,67254799,67501804,15
chr15,-,76348185,76905457,33
chr15,-,25337233,25439056,10
chr15,-,29699366,29822503,28
chr15,-,25337233,25439056,17
chr15,-,25337233,25439056,13
chr15,-,25337233,25439056,10
chr15,-,25337233,25439056,12
chr15,-,59638061,59657538,5
chr15,-,50557158,50686815,39
chr15,-,34379068,34437466,24
chr15,-,77613023,77819524,6
chr15,-,64815629,64825668,13
chr15,-,79843546,79923106,4
chr15,+,21552772,21640521,11
chr15,-,57953423,58065923,14
chr15,-,52120925,52179965,11
chr15,-,82041777,82046143,2
chr15,+,43133523,43185143,14
chr15,+,74236288,74336141,19
chr15,-,64815629,64825668,13
chr15,+,43517607,43531620,6
chr15,-,90230244,90234047,7
chr15,-,84669536,84716460,5
chr15,-,84669536,84716460,5
chr15,-,65093003,65106359,5
chr15,-,90966037,90994651,13
chr15,+,49170015,49329805,10
chr15,+,28885973,29118313,15
chr15,-,65659122,65792293,33
chr15,+,73994672,74036394,7
chr15,+,34343314,34357737,7
chr15,-,51208056,51323924,10
chr15,-,42942899,43106088,47
chr15,-,100569222,100602240,8
